,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
4385,Haryana,panipat,2010,kharif,Rice,76905,174000,2.262531695
4386,Haryana,panipat,2011,kharif,Rice,76032,201000,2.643623737
4387,Haryana,panipat,2012,kharif,Rice,75683,210000,2.774731446
4388,Haryana,rewari,1998,kharif,Rice,723,2000,2.766251729
4389,Haryana,rewari,1999,kharif,Rice,1132,2000,1.766784452
4390,Haryana,rewari,2000,kharif,Rice,705,3000,4.255319149
4391,Haryana,rewari,2001,kharif,Rice,686,3000,4.373177843
4392,Haryana,rewari,2002,kharif,Rice,343,0,0
4393,Haryana,rewari,2003,kharif,Rice,621,3000,4.830917874
4394,Haryana,rewari,2004,kharif,Rice,475,3000,6.315789474
4395,Haryana,rewari,2005,kharif,Rice,621,3000,4.830917874
4396,Haryana,rewari,2006,kharif,Rice,788,3000,3.807106599
4397,Haryana,rewari,2007,kharif,Rice,820,3000,3.658536585
4398,Haryana,rewari,2008,kharif,Rice,2066,5000,2.420135528
4399,Haryana,rewari,2009,kharif,Rice,2079,5000,2.405002405
4400,Haryana,rewari,2010,kharif,Rice,2746,8000,2.913328478
4401,Haryana,rewari,2011,kharif,Rice,3298,9000,2.728926622
4402,Haryana,rewari,2012,kharif,Rice,2008,7000,3.486055777
4403,Haryana,rohtak,1997,kharif,Rice,16000,29000,1.8125
4404,Haryana,rohtak,1998,kharif,Rice,27522,53000,1.925732142
4405,Haryana,rohtak,1999,kharif,Rice,28515,26000,0.911800807
4406,Haryana,rohtak,2000,kharif,Rice,23863,36000,1.508611658
4407,Haryana,rohtak,2001,kharif,Rice,20034,27000,1.347708895
4408,Haryana,rohtak,2002,kharif,Rice,7412,8000,1.079330815
4409,Haryana,rohtak,2003,kharif,Rice,13859,21000,1.515260841
4410,Haryana,rohtak,2004,kharif,Rice,15014,26000,1.731717064
4411,Haryana,rohtak,2005,kharif,Rice,18006,36000,1.999333555
4412,Haryana,rohtak,2006,kharif,Rice,20185,37000,1.83304434
4413,Haryana,rohtak,2007,kharif,Rice,23167,52000,2.244572021
4414,Haryana,rohtak,2008,kharif,Rice,38439,48000,1.248731757
4415,Haryana,rohtak,2009,kharif,Rice,35056,50000,1.426289366
4416,Haryana,rohtak,2010,kharif,Rice,39340,59000,1.499745806
4417,Haryana,rohtak,2011,kharif,Rice,39260,84000,2.139582272
4418,Haryana,rohtak,2012,kharif,Rice,36432,55000,1.509661836
4419,Haryana,sirsa,1997,kharif,Rice,32000,107000,3.34375
4420,Haryana,sirsa,1998,kharif,Rice,41353,101000,2.442386284
4421,Haryana,sirsa,1999,kharif,Rice,44663,135000,3.022636187
4422,Haryana,sirsa,2000,kharif,Rice,39847,111000,2.785655131
4423,Haryana,sirsa,2001,kharif,Rice,37202,118000,3.17187248
4424,Haryana,sirsa,2002,kharif,Rice,45158,145000,3.210948226
4425,Haryana,sirsa,2003,kharif,Rice,47696,156000,3.270714525
4426,Haryana,sirsa,2004,kharif,Rice,45729,157000,3.433269916
4427,Haryana,sirsa,2005,kharif,Rice,46036,166000,3.605873664
4428,Haryana,sirsa,2006,kharif,Rice,46453,175000,3.767248617
4429,Haryana,sirsa,2007,kharif,Rice,48268,189000,3.91563769
4430,Haryana,sirsa,2008,kharif,Rice,57477,196000,3.410059676
4431,Haryana,sirsa,2009,kharif,Rice,61374,204000,3.323883078
4432,Haryana,sirsa,2010,kharif,Rice,61372,195000,3.177344717
4433,Haryana,sirsa,2011,kharif,Rice,63082,20300,0.321803367
4434,Haryana,sirsa,2012,kharif,Rice,65218,230000,3.526633751
4435,Haryana,sonipat,1997,kharif,Rice,62000,130000,2.096774194
4436,Haryana,sonipat,1998,kharif,Rice,79400,133000,1.675062972
4437,Haryana,sonipat,1999,kharif,Rice,77681,139000,1.789369344
4438,Haryana,sonipat,2000,kharif,Rice,77247,138000,1.786477145
4439,Haryana,sonipat,2001,kharif,Rice,78764,148000,1.879031029
4440,Haryana,sonipat,2002,kharif,Rice,43976,96000,2.183008914
4441,Haryana,sonipat,2003,kharif,Rice,65954,149000,2.259150317
4442,Haryana,sonipat,2004,kharif,Rice,65954,124000,1.88009825
4443,Haryana,sonipat,2005,kharif,Rice,71450,167000,2.33729881
4444,Haryana,sonipat,2006,kharif,Rice,67865,178000,2.622854196
4445,Haryana,sonipat,2007,kharif,Rice,71325,192000,2.69190326
4446,Haryana,sonipat,2008,kharif,Rice,92641,186000,2.007750348
4447,Haryana,sonipat,2009,kharif,Rice,90214,219000,2.427561132
4448,Haryana,sonipat,2010,kharif,Rice,93752,202000,2.154620701
4449,Haryana,sonipat,2011,kharif,Rice,94753,229000,2.416810022
4450,Haryana,sonipat,2012,kharif,Rice,88355,216000,2.44468338
4451,Haryana,yamunanagar,1997,kharif,Rice,54000,168000,3.111111111
4452,Haryana,yamunanagar,1998,kharif,Rice,58461,130000,2.223704692
4453,Haryana,yamunanagar,1999,kharif,Rice,54804,160000,2.919494927
4454,Haryana,yamunanagar,2000,kharif,Rice,55512,164000,2.954316184
4455,Haryana,yamunanagar,2001,kharif,Rice,53818,161000,2.991564161
4456,Haryana,yamunanagar,2002,kharif,Rice,50192,151000,3.008447561
4457,Haryana,yamunanagar,2003,kharif,Rice,56776,172000,3.029449063
4458,Haryana,yamunanagar,2004,kharif,Rice,58720,191000,3.252724796
4459,Haryana,yamunanagar,2005,kharif,Rice,59276,200000,3.374046832
4460,Haryana,yamunanagar,2006,kharif,Rice,59379,213000,3.587126762
4461,Haryana,yamunanagar,2007,kharif,Rice,59305,227000,3.827670517
4462,Haryana,yamunanagar,2008,kharif,Rice,71634,221000,3.085127174
4463,Haryana,yamunanagar,2009,kharif,Rice,73525,267000,3.631417885
4464,Haryana,yamunanagar,2010,kharif,Rice,74578,244000,3.271742337
4465,Haryana,yamunanagar,2011,kharif,Rice,72653,268000,3.688767153
4466,Haryana,yamunanagar,2012,kharif,Rice,70040,277000,3.954882924
4467,Himachal Pradesh,bilaspur,1998,kharif,Rice,2068,2584,1.249516441
4468,Himachal Pradesh,bilaspur,1999,kharif,Rice,1516,2431,1.603562005
4469,Himachal Pradesh,bilaspur,2000,kharif,Rice,1859,2790,1.500806885
4470,Himachal Pradesh,bilaspur,2001,kharif,Rice,1773,2389,1.347433728
4471,Himachal Pradesh,bilaspur,2002,kharif,Rice,1526,675,0.442332896
4472,Himachal Pradesh,bilaspur,2003,kharif,Rice,1649,2672,1.620375985
4473,Himachal Pradesh,bilaspur,2004,kharif,Rice,1497,2027,1.354041416
4474,Himachal Pradesh,bilaspur,2005,kharif,Rice,1416,1937,1.367937853
4475,Himachal Pradesh,bilaspur,2006,kharif,Rice,1484,3851,2.595013477
4476,Himachal Pradesh,bilaspur,2007,kharif,Rice,2123,4768,2.245878474
4477,Himachal Pradesh,bilaspur,2008,kharif,Rice,1560,3257,2.087820513
4478,Himachal Pradesh,bilaspur,2010,kharif,Rice,1540,2956,1.919480519
4479,Himachal Pradesh,chamba,1998,kharif,Rice,2891,3878,1.341404358
4480,Himachal Pradesh,chamba,1999,kharif,Rice,2828,3955,1.398514851
4481,Himachal Pradesh,chamba,2000,kharif,Rice,2594,3804,1.466461064
4482,Himachal Pradesh,chamba,2001,kharif,Rice,2796,3959,1.415951359
4483,Himachal Pradesh,chamba,2002,kharif,Rice,2806,4996,1.780470421
4484,Himachal Pradesh,chamba,2003,kharif,Rice,2710,4496,1.65904059
4485,Himachal Pradesh,chamba,2004,kharif,Rice,2760,4193,1.519202899
4486,Himachal Pradesh,chamba,2005,kharif,Rice,2772,4585,1.654040404
4487,Himachal Pradesh,chamba,2006,kharif,Rice,2726,4031,1.478723404
4488,Himachal Pradesh,chamba,2007,kharif,Rice,2706,3345,1.236141907
4489,Himachal Pradesh,chamba,2008,kharif,Rice,2666,3285,1.232183046
4490,Himachal Pradesh,chamba,2010,kharif,Rice,3506,5767,1.644894467
4491,Himachal Pradesh,hamirpur,1998,kharif,Rice,2697,4040,1.497960697
4492,Himachal Pradesh,hamirpur,1999,kharif,Rice,2488,4006,1.610128617
4493,Himachal Pradesh,hamirpur,2000,kharif,Rice,2403,2997,1.247191011
4494,Himachal Pradesh,hamirpur,2001,kharif,Rice,2524,3590,1.422345483
4495,Himachal Pradesh,hamirpur,2002,kharif,Rice,4627,2998,0.647936028
4496,Himachal Pradesh,hamirpur,2003,kharif,Rice,2287,2833,1.238740708
4497,Himachal Pradesh,hamirpur,2004,kharif,Rice,2261,2364,1.045555064
4498,Himachal Pradesh,hamirpur,2005,kharif,Rice,2421,3253,1.343659645
4499,Himachal Pradesh,hamirpur,2006,kharif,Rice,2056,3084,1.5
4500,Himachal Pradesh,hamirpur,2007,kharif,Rice,2022,3164,1.564787339
4501,Himachal Pradesh,hamirpur,2008,kharif,Rice,1995,2912,1.459649123
4502,Himachal Pradesh,hamirpur,2010,kharif,Rice,1908,2870,1.504192872
4503,Himachal Pradesh,kangra,1998,kharif,Rice,37728,52148,1.3822095
4504,Himachal Pradesh,kangra,1999,kharif,Rice,36686,53215,1.450553345
4505,Himachal Pradesh,kangra,2000,kharif,Rice,38334,56392,1.471070068
4506,Himachal Pradesh,kangra,2001,kharif,Rice,37272,63082,1.692476926
4507,Himachal Pradesh,kangra,2002,kharif,Rice,37144,34219,0.921252423
4508,Himachal Pradesh,kangra,2003,kharif,Rice,37802,56121,1.484603989
4509,Himachal Pradesh,kangra,2004,kharif,Rice,37079,48680,1.312872515
4510,Himachal Pradesh,kangra,2005,kharif,Rice,36961,50934,1.378047131
4511,Himachal Pradesh,kangra,2006,kharif,Rice,38279,54148,1.414561509
4512,Himachal Pradesh,kangra,2007,kharif,Rice,37121,53986,1.454325045
4513,Himachal Pradesh,kangra,2008,kharif,Rice,36855,55836,1.515018315
4514,Himachal Pradesh,kangra,2010,kharif,Rice,37611,59209,1.574246896
4515,Himachal Pradesh,kinnaur,1998,kharif,Rice,23,33,1.434782609
4516,Himachal Pradesh,kinnaur,1999,kharif,Rice,30,45,1.5
4517,Himachal Pradesh,kinnaur,2000,kharif,Rice,23,35,1.52173913
4518,Himachal Pradesh,kinnaur,2001,kharif,Rice,29,49,1.689655172
4519,Himachal Pradesh,kinnaur,2002,kharif,Rice,31,32,1.032258065
4520,Himachal Pradesh,kinnaur,2003,kharif,Rice,27,40,1.481481481
4521,Himachal Pradesh,kinnaur,2004,kharif,Rice,31,43,1.387096774
4522,Himachal Pradesh,kinnaur,2005,kharif,Rice,22,31,1.409090909
4523,Himachal Pradesh,kinnaur,2006,kharif,Rice,28,44,1.571428571
4524,Himachal Pradesh,kinnaur,2007,kharif,Rice,13,20,1.538461538
4525,Himachal Pradesh,kinnaur,2008,kharif,Rice,16,24,1.5
4526,Himachal Pradesh,kinnaur,2010,kharif,Rice,15,25,1.666666667
4527,Himachal Pradesh,kullu,1998,kharif,Rice,1655,1965,1.187311178
4528,Himachal Pradesh,kullu,1999,kharif,Rice,1719,2241,1.303664921
4529,Himachal Pradesh,kullu,2000,kharif,Rice,1507,2287,1.517584605
4530,Himachal Pradesh,kullu,2001,kharif,Rice,1618,2417,1.49381953
4531,Himachal Pradesh,kullu,2002,kharif,Rice,1719,2776,1.614892379
4532,Himachal Pradesh,kullu,2003,kharif,Rice,1558,2046,1.31322208
4533,Himachal Pradesh,kullu,2004,kharif,Rice,1546,2571,1.663001294
4534,Himachal Pradesh,kullu,2005,kharif,Rice,1513,1449,0.957699934
4535,Himachal Pradesh,kullu,2006,kharif,Rice,1478,1928,1.304465494
4536,Himachal Pradesh,kullu,2007,kharif,Rice,1469,1984,1.350578625
4537,Himachal Pradesh,kullu,2008,kharif,Rice,1439,1972,1.370396108
4538,Himachal Pradesh,kullu,2010,kharif,Rice,1516,1822,1.201846966
4539,Himachal Pradesh,mandi,1998,kharif,Rice,20697,29448,1.422814901
4540,Himachal Pradesh,mandi,1999,kharif,Rice,20447,30646,1.49880178
4541,Himachal Pradesh,mandi,2000,kharif,Rice,20083,31474,1.567196136
4542,Himachal Pradesh,mandi,2001,kharif,Rice,19762,33767,1.708683332
4543,Himachal Pradesh,mandi,2002,kharif,Rice,20942,22461,1.072533664
4544,Himachal Pradesh,mandi,2003,kharif,Rice,19783,28981,1.464944649
4545,Himachal Pradesh,mandi,2004,kharif,Rice,20092,25275,1.257963369
4546,Himachal Pradesh,mandi,2005,kharif,Rice,20276,29167,1.438498718
4547,Himachal Pradesh,mandi,2006,kharif,Rice,19566,27068,1.383420219
4548,Himachal Pradesh,mandi,2007,kharif,Rice,19469,25002,1.284195388
4549,Himachal Pradesh,mandi,2008,kharif,Rice,20171,27410,1.358881563
4550,Himachal Pradesh,mandi,2010,kharif,Rice,19481,30528,1.567065346
4551,Himachal Pradesh,shimla,1998,kharif,Rice,2898,3722,1.284334023
4552,Himachal Pradesh,shimla,1999,kharif,Rice,2923,3333,1.140266849
4553,Himachal Pradesh,shimla,2000,kharif,Rice,2579,2370,0.918960838
4554,Himachal Pradesh,shimla,2001,kharif,Rice,2368,2978,1.257601351
4555,Himachal Pradesh,shimla,2002,kharif,Rice,3087,2636,0.853903466
4556,Himachal Pradesh,shimla,2003,kharif,Rice,2261,2207,0.976116762
4557,Himachal Pradesh,shimla,2004,kharif,Rice,1981,2122,1.071176174
4558,Himachal Pradesh,shimla,2005,kharif,Rice,1810,1966,1.086187845
4559,Himachal Pradesh,shimla,2006,kharif,Rice,1651,1887,1.142943671
4560,Himachal Pradesh,shimla,2007,kharif,Rice,1640,1602,0.976829268
4561,Himachal Pradesh,shimla,2008,kharif,Rice,1214,1209,0.995881384
4562,Himachal Pradesh,shimla,2010,kharif,Rice,1359,1464,1.077262693
4563,Himachal Pradesh,sirmaur,1998,kharif,Rice,5224,7682,1.470520674
4564,Himachal Pradesh,sirmaur,1999,kharif,Rice,5427,8199,1.510779436
4565,Himachal Pradesh,sirmaur,2000,kharif,Rice,5974,9829,1.645296284
4566,Himachal Pradesh,sirmaur,2001,kharif,Rice,5884,11236,1.909585316
4567,Himachal Pradesh,sirmaur,2002,kharif,Rice,5270,5278,1.001518027
4568,Himachal Pradesh,sirmaur,2003,kharif,Rice,5383,8729,1.621586476
4569,Himachal Pradesh,sirmaur,2004,kharif,Rice,5509,7881,1.430568161
4570,Himachal Pradesh,sirmaur,2005,kharif,Rice,5435,7223,1.328978841
4571,Himachal Pradesh,sirmaur,2006,kharif,Rice,5328,12012,2.254504505
4572,Himachal Pradesh,sirmaur,2007,kharif,Rice,5634,12805,2.272807952
4573,Himachal Pradesh,sirmaur,2008,kharif,Rice,5730,7778,1.357417103
4574,Himachal Pradesh,sirmaur,2010,kharif,Rice,6115,13833,2.262142273
4575,Himachal Pradesh,solan,1998,kharif,Rice,3652,6165,1.688116101
4576,Himachal Pradesh,solan,1999,kharif,Rice,3481,6443,1.850904912
4577,Himachal Pradesh,solan,2000,kharif,Rice,3552,7510,2.114301802
4578,Himachal Pradesh,solan,2001,kharif,Rice,3305,6156,1.862632375
4579,Himachal Pradesh,solan,2002,kharif,Rice,3377,5377,1.592241635
4580,Himachal Pradesh,solan,2003,kharif,Rice,5355,7866,1.468907563
4581,Himachal Pradesh,solan,2004,kharif,Rice,4742,10401,2.193378321
4582,Himachal Pradesh,solan,2005,kharif,Rice,4721,8283,1.754501165
4583,Himachal Pradesh,solan,2006,kharif,Rice,4634,10968,2.36685369
4584,Himachal Pradesh,solan,2007,kharif,Rice,4351,10126,2.327281085
4585,Himachal Pradesh,solan,2008,kharif,Rice,4260,10565,2.480046948
4586,Himachal Pradesh,solan,2010,kharif,Rice,2094,5166,2.467048711
4587,Himachal Pradesh,una,1998,kharif,Rice,2592,5332,2.057098765
4588,Himachal Pradesh,una,1999,kharif,Rice,2677,5851,2.185655585
4589,Himachal Pradesh,una,2000,kharif,Rice,2611,5405,2.070088089
4590,Himachal Pradesh,una,2001,kharif,Rice,3248,7795,2.399938424
4591,Himachal Pradesh,una,2002,kharif,Rice,2744,4205,1.532434402
4592,Himachal Pradesh,una,2003,kharif,Rice,2520,4633,1.838492063
4593,Himachal Pradesh,una,2004,kharif,Rice,2021,3572,1.76744186
4594,Himachal Pradesh,una,2005,kharif,Rice,2019,3311,1.639920753
4595,Himachal Pradesh,una,2006,kharif,Rice,1976,4464,2.259109312
4596,Himachal Pradesh,una,2007,kharif,Rice,2023,4651,2.299060801
4597,Himachal Pradesh,una,2008,kharif,Rice,1803,4029,2.234608985
4598,Himachal Pradesh,una,2010,kharif,Rice,1919,5277,2.749869724
4599,Jammu and Kashmir ,anantnag,1997,kharif,Rice,41279,1105,0.026769059
4600,Jammu and Kashmir ,anantnag,1999,kharif,Rice,40380,90749.1,2.247377415
4601,Jammu and Kashmir ,anantnag,2000,kharif,Rice,37577,69551.8,1.850914123
4602,Jammu and Kashmir ,anantnag,2001,kharif,Rice,38893,56910,1.463245314
4603,Jammu and Kashmir ,anantnag,2002,kharif,Rice,39013,80077,2.05257222
4604,Jammu and Kashmir ,anantnag,2003,kharif,Rice,40375,94313,2.335925697
4605,Jammu and Kashmir ,anantnag,2004,kharif,Rice,40375,105726,2.618600619
4606,Jammu and Kashmir ,anantnag,2005,kharif,Rice,40927,117980,2.882693576
4607,Jammu and Kashmir ,anantnag,2007,kharif,Rice,25086,64867,2.5857849
4608,Jammu and Kashmir ,anantnag,2014,kharif,Rice,23904,19403,0.811705154
4609,Jammu and Kashmir ,badgam,1997,kharif,Rice,27897,626,0.022439689
4610,Jammu and Kashmir ,badgam,1999,kharif,Rice,26568,34191.9,1.286957995
4611,Jammu and Kashmir ,badgam,2000,kharif,Rice,24907,39978.4,1.605106998
4612,Jammu and Kashmir ,badgam,2001,kharif,Rice,25245,44757,1.772905526
4613,Jammu and Kashmir ,badgam,2002,kharif,Rice,24858,55256,2.222865878
4614,Jammu and Kashmir ,badgam,2003,kharif,Rice,24617,43876,1.782345534
4615,Jammu and Kashmir ,badgam,2004,kharif,Rice,23734,40372,1.701019634
4616,Jammu and Kashmir ,badgam,2005,kharif,Rice,24176,61700,2.552117803
4617,Jammu and Kashmir ,badgam,2007,kharif,Rice,23092,51080,2.212021479
4618,Jammu and Kashmir ,badgam,2014,kharif,Rice,26183,23727,0.906198679
4619,Jammu and Kashmir ,bandipora,2007,kharif,Rice,9588,26293,2.742282019
4620,Jammu and Kashmir ,bandipora,2014,kharif,Rice,9203,11049,1.200586765
4621,Jammu and Kashmir ,baramula,1997,kharif,Rice,34304,670,0.01953125
4622,Jammu and Kashmir ,baramula,1999,kharif,Rice,27678,36961.7,1.335418022
4623,Jammu and Kashmir ,baramula,2000,kharif,Rice,27176,45918.5,1.689671033
4624,Jammu and Kashmir ,baramula,2001,kharif,Rice,29930,49275,1.646341463
4625,Jammu and Kashmir ,baramula,2002,kharif,Rice,32014,66822,2.087274317
4626,Jammu and Kashmir ,baramula,2003,kharif,Rice,31628,64280,2.032376375
4627,Jammu and Kashmir ,baramula,2004,kharif,Rice,31049,62904,2.025958968
4628,Jammu and Kashmir ,baramula,2005,kharif,Rice,29918,74787,2.499732602
4629,Jammu and Kashmir ,baramula,2007,kharif,Rice,21205,58140,2.741806178
4630,Jammu and Kashmir ,baramula,2014,kharif,Rice,21265,23376,1.099271103
4631,Jammu and Kashmir ,doda,1997,kharif,Rice,4148,45,0.010848602
4632,Jammu and Kashmir ,doda,1999,kharif,Rice,4066,3463.9,0.851918347
4633,Jammu and Kashmir ,doda,2000,kharif,Rice,3503,3403.8,0.971681416
4634,Jammu and Kashmir ,doda,2001,kharif,Rice,3879,3310,0.853312709
4635,Jammu and Kashmir ,doda,2002,kharif,Rice,4155,4412,1.061853189
4636,Jammu and Kashmir ,doda,2003,kharif,Rice,4050,7455,1.840740741
4637,Jammu and Kashmir ,doda,2004,kharif,Rice,4203,4758,1.132048537
4638,Jammu and Kashmir ,doda,2005,kharif,Rice,3781,5640,1.491668871
4639,Jammu and Kashmir ,doda,2007,kharif,Rice,1868,1760,0.942184154
4640,Jammu and Kashmir ,doda,2014,kharif,Rice,1911,1893,0.990580848
4641,Jammu and Kashmir ,ganderbal,2007,kharif,Rice,8363,22313,2.6680617
4642,Jammu and Kashmir ,ganderbal,2014,kharif,Rice,7684,8684,1.130140552
4643,Jammu and Kashmir ,jammu,1997,kharif,Rice,57940,1060,0.018294788
4644,Jammu and Kashmir ,jammu,1999,kharif,Rice,50332,62897.7,1.249656282
4645,Jammu and Kashmir ,jammu,2000,kharif,Rice,50161,97243.1,1.938619645
4646,Jammu and Kashmir ,jammu,2001,kharif,Rice,50176,87378,1.741430166
4647,Jammu and Kashmir ,jammu,2002,kharif,Rice,46885,66348,1.415122107
4648,Jammu and Kashmir ,jammu,2003,kharif,Rice,58426,106547,1.823623045
4649,Jammu and Kashmir ,jammu,2004,kharif,Rice,53706,90148,1.678546159
4650,Jammu and Kashmir ,jammu,2005,kharif,Rice,57336,94780,1.653062648
4651,Jammu and Kashmir ,jammu,2007,kharif,Rice,50716,93887,1.851230381
4652,Jammu and Kashmir ,jammu,2014,kharif,Rice,65470,116969,1.786604552
4653,Jammu and Kashmir ,kathua,1997,kharif,Rice,34356,591,0.017202235
4654,Jammu and Kashmir ,kathua,1999,kharif,Rice,35644,51878.5,1.45546235
4655,Jammu and Kashmir ,kathua,2000,kharif,Rice,34303,57398.1,1.673267644
4656,Jammu and Kashmir ,kathua,2001,kharif,Rice,36591,64733,1.769096226
4657,Jammu and Kashmir ,kathua,2002,kharif,Rice,29420,43402,1.475254929
4658,Jammu and Kashmir ,kathua,2003,kharif,Rice,30628,55677,1.817846415
4659,Jammu and Kashmir ,kathua,2004,kharif,Rice,30611,51805,1.69236549
4660,Jammu and Kashmir ,kathua,2005,kharif,Rice,30747,51393,1.671480144
4661,Jammu and Kashmir ,kathua,2007,kharif,Rice,27573,52647,1.90936786
4662,Jammu and Kashmir ,kathua,2014,kharif,Rice,33206,51180,1.541287719
4663,Jammu and Kashmir ,kishtwar,2007,kharif,Rice,943,887,0.940615058
4664,Jammu and Kashmir ,kishtwar,2014,kharif,Rice,1196,144,0.120401338
4665,Jammu and Kashmir ,kulgam,2007,kharif,Rice,17961,46447,2.585991871
4666,Jammu and Kashmir ,kulgam,2014,kharif,Rice,18344,18025,0.982610118
4667,Jammu and Kashmir ,kupwara,1997,kharif,Rice,17337,224,0.012920344
4668,Jammu and Kashmir ,kupwara,1999,kharif,Rice,9918,4037.9,0.407128453
4669,Jammu and Kashmir ,kupwara,2000,kharif,Rice,11255,12414,1.102976455
4670,Jammu and Kashmir ,kupwara,2001,kharif,Rice,11784,19275,1.635692464
4671,Jammu and Kashmir ,kupwara,2002,kharif,Rice,11784,19289,1.636880516
4672,Jammu and Kashmir ,kupwara,2003,kharif,Rice,11806,18855,1.597069287
4673,Jammu and Kashmir ,kupwara,2004,kharif,Rice,12013,17800,1.481728128
4674,Jammu and Kashmir ,kupwara,2005,kharif,Rice,13867,22120,1.595153963
4675,Jammu and Kashmir ,kupwara,2007,kharif,Rice,15241,24100,1.581261072
4676,Jammu and Kashmir ,kupwara,2014,kharif,Rice,17680,18307,1.035463801
4677,Jammu and Kashmir ,punch,1997,kharif,Rice,3598,46,0.01278488
4678,Jammu and Kashmir ,punch,1999,kharif,Rice,3610,6861.1,1.900581717
4679,Jammu and Kashmir ,punch,2000,kharif,Rice,3598,6273.7,1.743663146
4680,Jammu and Kashmir ,punch,2001,kharif,Rice,3462,5412,1.563258232
4681,Jammu and Kashmir ,punch,2002,kharif,Rice,3440,5126,1.490116279
4682,Jammu and Kashmir ,punch,2003,kharif,Rice,3213,5319,1.655462185
4683,Jammu and Kashmir ,punch,2004,kharif,Rice,3562,5225,1.466872544
4684,Jammu and Kashmir ,punch,2005,kharif,Rice,3584,5367,1.497488839
4685,Jammu and Kashmir ,punch,2007,kharif,Rice,3669,6680,1.82065958
4686,Jammu and Kashmir ,punch,2014,kharif,Rice,3349,4346,1.297700806
4687,Jammu and Kashmir ,pulwama,1997,kharif,Rice,26296,654,0.024870703
