,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,phosphorus,X1,X2,X3,X4
1204,HARYANA,ambala,2010,kharif,Rice,81869,282000,0,306000,267000,1123.7,779.6
1209,HARYANA,bhiwani,1999,kharif,Rice,7317,17000,0,16000,3000,269.163,515.31
1210,HARYANA,bhiwani,2000,kharif,Rice,8159,20000,0,17000,16000,434.055,269.163
1211,HARYANA,bhiwani,2001,kharif,Rice,7422,21000,0,20000,17000,417.222,434.055
1212,HARYANA,bhiwani,2002,kharif,Rice,6491,19000,0,21000,20000,209.647,417.222
1215,HARYANA,bhiwani,2005,kharif,Rice,12526,25000,0,14000,23000,489.8,426.7
1216,HARYANA,bhiwani,2006,kharif,Rice,13666,26000,0,25000,14000,364.1,489.8
1217,HARYANA,bhiwani,2007,kharif,Rice,14818,40000,0,26000,25000,381.3,364.1
1218,HARYANA,bhiwani,2008,kharif,Rice,21217,45000,0,40000,26000,762.5,381.3
1219,HARYANA,bhiwani,2009,kharif,Rice,19028,44000,0,45000,40000,227.8,762.5
1220,HARYANA,bhiwani,2010,kharif,Rice,21314,44000,0,44000,45000,441.1,227.8
1225,HARYANA,faridabad,1999,kharif,Rice,28820,58000,0,70000,59000,443.67,735.429
1226,HARYANA,faridabad,2000,kharif,Rice,28959,80000,0,58000,70000,597.2,443.67
1227,HARYANA,faridabad,2001,kharif,Rice,31274,88000,0,80000,58000,617.772,597.2
1228,HARYANA,faridabad,2002,kharif,Rice,18092,48000,0,88000,80000,352.589,617.772
1231,HARYANA,faridabad,2005,kharif,Rice,26376,70000,0,68000,78000,592,634.5
1232,HARYANA,faridabad,2006,kharif,Rice,27360,84000,0,70000,68000,269.2,592
1236,HARYANA,faridabad,2010,kharif,Rice,9550,18000,0,24000,22000,557.6,355.1
1241,HARYANA,fatehabad,1999,kharif,Rice,69238,164000,0,208000,184000,236.386,390.917
1242,HARYANA,fatehabad,2000,kharif,Rice,61308,199000,0,164000,208000,361.383,236.386
1243,HARYANA,fatehabad,2001,kharif,Rice,58359,175000,0,199000,164000,351.154,361.383
1244,HARYANA,fatehabad,2002,kharif,Rice,66915,202000,0,175000,199000,210.732,351.154
1247,HARYANA,fatehabad,2005,kharif,Rice,68371,254000,0,280000,218000,490.5,285.6
1248,HARYANA,fatehabad,2006,kharif,Rice,70069,312000,0,254000,280000,322.9,490.5
1257,HARYANA,gurgaon,1999,kharif,Rice,9465,22000,0,25000,20000,424.676,706.942
1258,HARYANA,gurgaon,2000,kharif,Rice,7881,20000,0,22000,25000,575.641,424.676
1259,HARYANA,gurgaon,2001,kharif,Rice,7503,21000,0,20000,22000,598.438,575.641
1260,HARYANA,gurgaon,2002,kharif,Rice,2639,8000,0,21000,20000,319.715,598.438
1263,HARYANA,gurgaon,2005,kharif,Rice,2197,6000,0,18000,19000,628.2,558.2
1264,HARYANA,gurgaon,2006,kharif,Rice,2322,6000,0,6000,18000,340.5,628.2
1268,HARYANA,gurgaon,2010,kharif,Rice,5151,14000,0,14000,8000,841.2,461.5
1273,HARYANA,hisar,1999,kharif,Rice,44552,107000,0,97000,64000,250.151,439.846
1274,HARYANA,hisar,2000,kharif,Rice,33285,63000,0,107000,97000,396.183,250.151
1275,HARYANA,hisar,2001,kharif,Rice,20353,37000,0,63000,107000,381.17,396.183
1276,HARYANA,hisar,2002,kharif,Rice,21328,41000,0,37000,63000,213.136,381.17
1289,HARYANA,jhajjar,1999,kharif,Rice,15097,14000,0,38000,13000,300.626,612.565
1290,HARYANA,jhajjar,2000,kharif,Rice,16498,25000,0,14000,38000,528.171,300.626
1291,HARYANA,jhajjar,2001,kharif,Rice,15794,22000,0,25000,14000,499.539,528.171
1292,HARYANA,jhajjar,2002,kharif,Rice,6484,19000,0,22000,25000,278.702,499.539
1295,HARYANA,jhajjar,2005,kharif,Rice,17028,29000,0,16000,18000,619.3,473.4
1300,HARYANA,jhajjar,2010,kharif,Rice,31014,62000,0,47000,33000,485.7,380.9
1305,HARYANA,jind,1999,kharif,Rice,116552,205000,0,230000,224000,277.882,486.38
1306,HARYANA,jind,2000,kharif,Rice,111598,222000,0,205000,230000,465.493,277.882
1307,HARYANA,jind,2001,kharif,Rice,104307,222000,0,222000,205000,441.285,465.493
1308,HARYANA,jind,2002,kharif,Rice,69245,130000,0,222000,222000,272.538,441.285
1311,HARYANA,jind,2005,kharif,Rice,96708,258000,0,201000,218000,813.4,634.7
1312,HARYANA,jind,2006,kharif,Rice,93719,248000,0,258000,201000,382.2,813.4
1313,HARYANA,jind,2007,kharif,Rice,95256,249000,0,248000,258000,557.2,382.2
1316,HARYANA,jind,2010,kharif,Rice,113883,284000,0,296000,250000,543.6,406.8
1321,HARYANA,kaithal,1999,kharif,Rice,162873,364000,0,349000,434000,298.645,500.818
1322,HARYANA,kaithal,2000,kharif,Rice,164224,391000,0,364000,349000,487.535,298.645
1323,HARYANA,kaithal,2001,kharif,Rice,160911,402000,0,391000,364000,446.119,487.535
1324,HARYANA,kaithal,2002,kharif,Rice,170163,444000,0,402000,391000,316.161,446.119
1332,HARYANA,kaithal,2010,kharif,Rice,158671,436000,0,462000,391000,567.5,188.8
1337,HARYANA,karnal,1999,kharif,Rice,161526,447000,0,357000,427000,347.752,618.095
1338,HARYANA,karnal,2000,kharif,Rice,157949,444000,0,447000,357000,571.342,347.752
1339,HARYANA,karnal,2001,kharif,Rice,166037,494000,0,444000,447000,487.034,571.342
1340,HARYANA,karnal,2002,kharif,Rice,159111,426000,0,494000,444000,385.94,487.034
1343,HARYANA,karnal,2005,kharif,Rice,169130,521000,0,567000,499000,562.5,630.3
1344,HARYANA,karnal,2006,kharif,Rice,166200,553000,0,521000,567000,340,562.5
1345,HARYANA,karnal,2007,kharif,Rice,167149,610000,0,553000,521000,731.7,340
1346,HARYANA,karnal,2008,kharif,Rice,169034,465000,0,610000,553000,613.6,731.7
1347,HARYANA,karnal,2009,kharif,Rice,171517,521000,0,465000,610000,485.6,613.6
1348,HARYANA,karnal,2010,kharif,Rice,172698,461000,0,521000,465000,876.8,485.6
1353,HARYANA,kurukshetra,1999,kharif,Rice,111611,335000,0,267000,327000,360.323,606.703
1354,HARYANA,kurukshetra,2000,kharif,Rice,111765,357000,0,335000,267000,562.439,360.323
1355,HARYANA,kurukshetra,2001,kharif,Rice,111396,367000,0,357000,335000,462.622,562.439
1356,HARYANA,kurukshetra,2002,kharif,Rice,106928,371000,0,367000,357000,418.19,462.622
1359,HARYANA,kurukshetra,2005,kharif,Rice,110791,416000,0,468000,348000,554.8,564.6
1360,HARYANA,kurukshetra,2006,kharif,Rice,108950,440000,0,416000,468000,241.8,554.8
1361,HARYANA,kurukshetra,2007,kharif,Rice,114536,460000,0,440000,416000,355,241.8
1364,HARYANA,kurukshetra,2010,kharif,Rice,119783,383000,0,453000,408000,458.6,252.4
1387,HARYANA,panchkula,1999,kharif,Rice,6384,18000,0,16000,16000,449.897,675.57
1388,HARYANA,panchkula,2000,kharif,Rice,6183,18000,0,18000,16000,608.697,449.897
1389,HARYANA,panchkula,2001,kharif,Rice,6933,20000,0,18000,18000,496.787,608.697
1390,HARYANA,panchkula,2002,kharif,Rice,5702,16000,0,20000,18000,547.553,496.787
1397,HARYANA,panchkula,2009,kharif,Rice,8415,23000,0,24000,20000,399.5,581.5
1398,HARYANA,panchkula,2010,kharif,Rice,9070,30000,0,23000,24000,707.4,399.5
1403,HARYANA,panipat,1999,kharif,Rice,70637,144000,0,154000,169000,325.649,601.89
1404,HARYANA,panipat,2000,kharif,Rice,77458,187000,0,144000,154000,557.357,325.649
1405,HARYANA,panipat,2001,kharif,Rice,71831,167000,0,187000,144000,506.45,557.357
1406,HARYANA,panipat,2002,kharif,Rice,64007,161000,0,167000,187000,342.332,506.45
1409,HARYANA,panipat,2005,kharif,Rice,70753,181000,0,164000,164000,555.5,560.3
1410,HARYANA,panipat,2006,kharif,Rice,70777,194000,0,181000,164000,353,555.5
1411,HARYANA,panipat,2007,kharif,Rice,73632,188000,0,194000,181000,290.3,353
1412,HARYANA,panipat,2008,kharif,Rice,77763,169000,0,188000,194000,430.5,290.3
1419,HARYANA,rewari,2000,kharif,Rice,705,3000,0,2000,2000,532.726,325.111
1420,HARYANA,rewari,2001,kharif,Rice,686,3000,0,3000,2000,531.747,532.726
1421,HARYANA,rewari,2002,kharif,Rice,343,0,0,3000,3000,257.762,531.747
1424,HARYANA,rewari,2005,kharif,Rice,621,3000,0,3000,3000,628,416.8
1425,HARYANA,rewari,2006,kharif,Rice,788,3000,0,3000,3000,453.9,628
1434,HARYANA,rohtak,1999,kharif,Rice,28515,26000,1,53000,29000,286.983,565.46
1435,HARYANA,rohtak,2000,kharif,Rice,23863,36000,1,26000,53000,495.85,286.983
1436,HARYANA,rohtak,2001,kharif,Rice,20034,27000,1,36000,26000,466.513,495.85
1437,HARYANA,rohtak,2002,kharif,Rice,7412,8000,1,27000,36000,262.056,466.513
1440,HARYANA,rohtak,2005,kharif,Rice,18006,36000,1,26000,21000,609.3,400.4
1441,HARYANA,rohtak,2006,kharif,Rice,20185,37000,1,36000,26000,439.3,609.3
1442,HARYANA,rohtak,2007,kharif,Rice,23167,52000,1,37000,36000,376.6,439.3
1443,HARYANA,rohtak,2008,kharif,Rice,38439,48000,1,52000,37000,580.6,376.6
1444,HARYANA,rohtak,2009,kharif,Rice,35056,50000,1,48000,52000,404.1,580.6
1445,HARYANA,rohtak,2010,kharif,Rice,39340,59000,1,50000,48000,486.1,404.1
1450,HARYANA,sirsa,1999,kharif,Rice,44663,135000,0,101000,107000,208.85,341.879
1451,HARYANA,sirsa,2000,kharif,Rice,39847,111000,0,135000,101000,293.592,208.85
1452,HARYANA,sirsa,2001,kharif,Rice,37202,118000,0,111000,135000,289.998,293.592
1453,HARYANA,sirsa,2002,kharif,Rice,45158,145000,0,118000,111000,166.299,289.998
1456,HARYANA,sirsa,2005,kharif,Rice,46036,166000,0,157000,156000,313.8,246.2
1457,HARYANA,sirsa,2006,kharif,Rice,46453,175000,0,166000,157000,437.9,313.8
1458,HARYANA,sirsa,2007,kharif,Rice,48268,189000,0,175000,166000,305.9,437.9
1459,HARYANA,sirsa,2008,kharif,Rice,57477,196000,0,189000,175000,343.5,305.9
1460,HARYANA,sirsa,2009,kharif,Rice,61374,204000,0,196000,189000,126.3,343.5
1461,HARYANA,sirsa,2010,kharif,Rice,61372,195000,0,204000,196000,396.9,126.3
1466,HARYANA,sonipat,1999,kharif,Rice,77681,139000,0,133000,130000,319.76,619.886
1467,HARYANA,sonipat,2000,kharif,Rice,77247,138000,0,139000,133000,561.65,319.76
1468,HARYANA,sonipat,2001,kharif,Rice,78764,148000,0,138000,139000,523.121,561.65
1469,HARYANA,sonipat,2002,kharif,Rice,43976,96000,0,148000,138000,326.235,523.121
1482,HARYANA,yamunanagar,1999,kharif,Rice,54804,160000,0,130000,168000,422.479,705.8
1483,HARYANA,yamunanagar,2000,kharif,Rice,55512,164000,0,160000,130000,640.57,422.479
1484,HARYANA,yamunanagar,2001,kharif,Rice,53818,161000,0,164000,160000,478.599,640.57
1485,HARYANA,yamunanagar,2002,kharif,Rice,50192,151000,0,161000,164000,521.71,478.599
1488,HARYANA,yamunanagar,2005,kharif,Rice,59276,200000,0,191000,172000,991.9,742.2
1489,HARYANA,yamunanagar,2006,kharif,Rice,59379,213000,0,200000,191000,636.9,991.9
1490,HARYANA,yamunanagar,2007,kharif,Rice,59305,227000,0,213000,200000,728.8,636.9
1491,HARYANA,yamunanagar,2008,kharif,Rice,71634,221000,0,227000,213000,865.6,728.8
1492,HARYANA,yamunanagar,2009,kharif,Rice,73525,267000,0,221000,227000,750.5,865.6
1493,HARYANA,yamunanagar,2010,kharif,Rice,74578,244000,0,267000,221000,1433.9,750.5
1498,HIMACHAL PRADESH,bilaspur,2000,kharif,Rice,1859,2790,0,2431,2584,608.132,527.369
1499,HIMACHAL PRADESH,bilaspur,2001,kharif,Rice,1773,2389,0,2790,2431,563.829,608.132
1500,HIMACHAL PRADESH,bilaspur,2002,kharif,Rice,1526,675,0,2389,2790,620.135,563.829
1510,HIMACHAL PRADESH,chamba,2000,kharif,Rice,2594,3804,1,3955,3878,613.755,752.861
1511,HIMACHAL PRADESH,chamba,2001,kharif,Rice,2796,3959,1,3804,3955,734.615,613.755
1512,HIMACHAL PRADESH,chamba,2002,kharif,Rice,2806,4996,1,3959,3804,806.666,734.615
1515,HIMACHAL PRADESH,chamba,2005,kharif,Rice,2772,4585,1,4193,4496,1004.4,890.3
1516,HIMACHAL PRADESH,chamba,2006,kharif,Rice,2726,4031,1,4585,4193,1219.1,1004.4
1517,HIMACHAL PRADESH,chamba,2007,kharif,Rice,2706,3345,1,4031,4585,533.4,1219.1
1519,HIMACHAL PRADESH,chamba,2010,kharif,Rice,3506,5767,1,3285,3345,1087.2,431.3
1534,HIMACHAL PRADESH,kangra,2000,kharif,Rice,38334,56392,0,53215,52148,620.671,661.748
1535,HIMACHAL PRADESH,kangra,2001,kharif,Rice,37272,63082,0,56392,53215,685.629,620.671
1536,HIMACHAL PRADESH,kangra,2002,kharif,Rice,37144,34219,0,63082,56392,732.413,685.629
1539,HIMACHAL PRADESH,kangra,2005,kharif,Rice,36961,50934,0,48680,56121,1470.8,1343.9
1540,HIMACHAL PRADESH,kangra,2006,kharif,Rice,38279,54148,0,50934,48680,1766.6,1470.8
1541,HIMACHAL PRADESH,kangra,2007,kharif,Rice,37121,53986,0,54148,50934,1610,1766.6
1542,HIMACHAL PRADESH,kangra,2008,kharif,Rice,36855,55836,0,53986,54148,1805.3,1610
1543,HIMACHAL PRADESH,kangra,2010,kharif,Rice,37611,59209,0,55836,53986,1611.2,1209.9
1546,HIMACHAL PRADESH,kinnaur,2000,kharif,Rice,23,35,2,45,33,757.433,730.148
1547,HIMACHAL PRADESH,kinnaur,2001,kharif,Rice,29,49,2,35,45,692.393,757.433
1548,HIMACHAL PRADESH,kinnaur,2002,kharif,Rice,31,32,2,49,35,920.927,692.393
1551,HIMACHAL PRADESH,kinnaur,2005,kharif,Rice,22,31,2,43,40,643.8,255.9
1552,HIMACHAL PRADESH,kinnaur,2006,kharif,Rice,28,44,2,31,43,333.6,643.8
1553,HIMACHAL PRADESH,kinnaur,2007,kharif,Rice,13,20,2,44,31,628.5,333.6
1554,HIMACHAL PRADESH,kinnaur,2008,kharif,Rice,16,24,2,20,44,735.1,628.5
1555,HIMACHAL PRADESH,kinnaur,2010,kharif,Rice,15,25,2,24,20,1069.8,572
1558,HIMACHAL PRADESH,kullu,2000,kharif,Rice,1507,2287,1,2241,1965,726.989,761.979
1559,HIMACHAL PRADESH,kullu,2001,kharif,Rice,1618,2417,1,2287,2241,734.905,726.989
1560,HIMACHAL PRADESH,kullu,2002,kharif,Rice,1719,2776,1,2417,2287,879.859,734.905
1570,HIMACHAL PRADESH,mandi,2000,kharif,Rice,20083,31474,0,30646,29448,677.629,655.556
1571,HIMACHAL PRADESH,mandi,2001,kharif,Rice,19762,33767,0,31474,30646,666.217,677.629
1572,HIMACHAL PRADESH,mandi,2002,kharif,Rice,20942,22461,0,33767,31474,758.306,666.217
1575,HIMACHAL PRADESH,mandi,2005,kharif,Rice,20276,29167,0,25275,28981,1264.4,1170.1
1576,HIMACHAL PRADESH,mandi,2006,kharif,Rice,19566,27068,0,29167,25275,1265.2,1264.4
1577,HIMACHAL PRADESH,mandi,2007,kharif,Rice,19469,25002,0,27068,29167,1472.3,1265.2
1578,HIMACHAL PRADESH,mandi,2008,kharif,Rice,20171,27410,0,25002,27068,1300.5,1472.3
1579,HIMACHAL PRADESH,mandi,2010,kharif,Rice,19481,30528,0,27410,25002,1483.6,965.2
1582,HIMACHAL PRADESH,shimla,2000,kharif,Rice,2579,2370,0,3333,3722,757.303,677.281
1583,HIMACHAL PRADESH,shimla,2001,kharif,Rice,2368,2978,0,2370,3333,669.002,757.303
1584,HIMACHAL PRADESH,shimla,2002,kharif,Rice,3087,2636,0,2978,2370,804.503,669.002
1594,HIMACHAL PRADESH,sirmaur,2000,kharif,Rice,5974,9829,1,8199,7682,696.152,527.635
1595,HIMACHAL PRADESH,sirmaur,2001,kharif,Rice,5884,11236,1,9829,8199,553.767,696.152
1596,HIMACHAL PRADESH,sirmaur,2002,kharif,Rice,5270,5278,1,11236,9829,641.791,553.767
1606,HIMACHAL PRADESH,solan,2000,kharif,Rice,3552,7510,1,6443,6165,623.919,507.006
1607,HIMACHAL PRADESH,solan,2001,kharif,Rice,3305,6156,1,7510,6443,544.682,623.919
1608,HIMACHAL PRADESH,solan,2002,kharif,Rice,3377,5377,1,6156,7510,605.577,544.682
1611,HIMACHAL PRADESH,solan,2005,kharif,Rice,4721,8283,1,10401,7866,950.7,813.1
1612,HIMACHAL PRADESH,solan,2006,kharif,Rice,4634,10968,1,8283,10401,974.6,950.7
1613,HIMACHAL PRADESH,solan,2007,kharif,Rice,4351,10126,1,10968,8283,1173.8,974.6
1614,HIMACHAL PRADESH,solan,2008,kharif,Rice,4260,10565,1,10126,10968,1492.1,1173.8
1615,HIMACHAL PRADESH,solan,2010,kharif,Rice,2094,5166,1,10565,10126,1377.3,882.1
1618,HIMACHAL PRADESH,una,2000,kharif,Rice,2611,5405,0,5851,5332,570.485,523.416
1619,HIMACHAL PRADESH,una,2001,kharif,Rice,3248,7795,0,5405,5851,571.525,570.485
1620,HIMACHAL PRADESH,una,2002,kharif,Rice,2744,4205,0,7795,5405,596.66,571.525
1623,HIMACHAL PRADESH,una,2005,kharif,Rice,2019,3311,0,3572,4633,1217.4,1108.4
1624,HIMACHAL PRADESH,una,2006,kharif,Rice,1976,4464,0,3311,3572,1308.5,1217.4
1625,HIMACHAL PRADESH,una,2007,kharif,Rice,2023,4651,0,4464,3311,1244.3,1308.5
1626,HIMACHAL PRADESH,una,2008,kharif,Rice,1803,4029,0,4651,4464,1471.5,1244.3
1627,HIMACHAL PRADESH,una,2010,kharif,Rice,1919,5277,0,4029,4651,1182.3,1212.2
1765,KARNATAKA,bagalkot,2000,kharif,Rice,171,311,0,202,316,857.558,768.995
1766,KARNATAKA,bagalkot,2001,kharif,Rice,171,411,0,311,202,607.528,857.558
1767,KARNATAKA,bagalkot,2002,kharif,Rice,112,230,0,411,311,632.97,607.528
1800,KARNATAKA,belgaum,1999,kharif,Rice,63427,119657,1,114050,91677,1622.36,1737.503
1801,KARNATAKA,belgaum,2000,kharif,Rice,63810,105237,1,119657,114050,1628.754,1622.36
1802,KARNATAKA,belgaum,2001,kharif,Rice,63662,56350,1,105237,119657,1134.703,1628.754
1803,KARNATAKA,belgaum,2002,kharif,Rice,65854,37874,1,56350,105237,1334.194,1134.703
1818,KARNATAKA,bellary,1999,kharif,Rice,47915,162081,0,124945,96733,693.496,838.459
1819,KARNATAKA,bellary,2000,kharif,Rice,52654,172729,0,162081,124945,787.626,693.496
1820,KARNATAKA,bellary,2001,kharif,Rice,54582,175813,0,172729,162081,575.605,787.626
1821,KARNATAKA,bellary,2002,kharif,Rice,64289,215581,0,175813,172729,574.325,575.605
1824,KARNATAKA,bellary,2005,kharif,Rice,61783,188994,0,178111.08,190076,691.4,553.5
1825,KARNATAKA,bellary,2006,kharif,Rice,66354,204553,0,188994,178111.08,528.3,691.4
1826,KARNATAKA,bellary,2007,kharif,Rice,76597,283719,0,204553,188994,650.4,528.3
1827,KARNATAKA,bellary,2008,kharif,Rice,77958,283650.18,0,283719,204553,542.2,650.4
1828,KARNATAKA,bellary,2009,kharif,Rice,80447,248380.11,0,283650.18,283719,914.5,542.2
1829,KARNATAKA,bellary,2010,kharif,Rice,88799,339376,0,248380.11,283650.18,861.8,914.5
1854,KARNATAKA,bidar,1999,kharif,Rice,10023,8373,1,5825,6109,686.066,956.216
1855,KARNATAKA,bidar,2000,kharif,Rice,11483,10428,1,8373,5825,843.808,686.066
1856,KARNATAKA,bidar,2001,kharif,Rice,11224,9048,1,10428,8373,731.11,843.808
1857,KARNATAKA,bidar,2002,kharif,Rice,10083,5672,1,9048,10428,622.438,731.11
1860,KARNATAKA,bidar,2005,kharif,Rice,7436,4059,1,3495.56,3536,991.5,744.8
1861,KARNATAKA,bidar,2006,kharif,Rice,7077,4449,1,4059,3495.56,878.3,991.5
1862,KARNATAKA,bidar,2007,kharif,Rice,6812,4223,1,4449,4059,798.1,878.3
1863,KARNATAKA,bidar,2008,kharif,Rice,5503,4077.72,1,4223,4449,974.2,798.1
1864,KARNATAKA,bidar,2009,kharif,Rice,5039,3877.51,1,4077.72,4223,647.2,974.2
1865,KARNATAKA,bidar,2010,kharif,Rice,4927,4816,1,3877.51,4077.72,1166.7,647.2
1872,KARNATAKA,bijapur,1999,kharif,Rice,365,506,0,541,635,634.118,719.923
1873,KARNATAKA,bijapur,2000,kharif,Rice,341,529,0,506,541,708.708,634.118
1874,KARNATAKA,bijapur,2001,kharif,Rice,4,6,0,529,506,559.484,708.708
1875,KARNATAKA,bijapur,2002,kharif,Rice,15,16,0,6,529,533.939,559.484
1878,KARNATAKA,bijapur,2005,kharif,Rice,77,137,0,47.11,31,637.2,532
1879,KARNATAKA,bijapur,2006,kharif,Rice,34,73,0,137,47.11,563.7,637.2
1880,KARNATAKA,bijapur,2007,kharif,Rice,20,45,0,73,137,626,563.7
1881,KARNATAKA,bijapur,2008,kharif,Rice,12,37.05,0,45,73,550.8,626
1882,KARNATAKA,bijapur,2009,kharif,Rice,27,76.95,0,37.05,45,965.3,550.8
1883,KARNATAKA,bijapur,2010,kharif,Rice,71,228,0,76.95,37.05,632.9,965.3
1974,KARNATAKA,davangere,2005,kharif,Rice,71306,225040,2,183097.74,166588,882.4,571.4
1975,KARNATAKA,davangere,2006,kharif,Rice,70785,237700,2,225040,183097.74,579.5,882.4
1976,KARNATAKA,davangere,2007,kharif,Rice,22074,67328,2,237700,225040,729.7,579.5
1977,KARNATAKA,davangere,2008,kharif,Rice,70956,235254.62,2,67328,237700,658.6,729.7
1978,KARNATAKA,davangere,2009,kharif,Rice,75176,255673.58,2,235254.62,67328,1015.4,658.6
1979,KARNATAKA,davangere,2010,kharif,Rice,76270,271152,2,255673.58,235254.62,1044.3,1015.4
1986,KARNATAKA,dharwad,1999,kharif,Rice,39458,37985,1,33695,103406,1958.884,2216.913
1987,KARNATAKA,dharwad,2000,kharif,Rice,38619,53225,1,37985,33695,2029.734,1958.884
1988,KARNATAKA,dharwad,2001,kharif,Rice,38948,8323,1,53225,37985,1329.153,2029.734
1989,KARNATAKA,dharwad,2002,kharif,Rice,38239,7557,1,8323,53225,1623.548,1329.153
1992,KARNATAKA,dharwad,2005,kharif,Rice,22611,39091,1,15484.88,6476,973.7,648
1993,KARNATAKA,dharwad,2006,kharif,Rice,24429,32376,1,39091,15484.88,697.9,973.7
1994,KARNATAKA,dharwad,2007,kharif,Rice,25693,44801,1,32376,39091,860.3,697.9
1995,KARNATAKA,dharwad,2008,kharif,Rice,32699,27647,1,44801,32376,773.6,860.3
1996,KARNATAKA,dharwad,2009,kharif,Rice,26681,30669.81,1,27647,44801,890.7,773.6
1997,KARNATAKA,dharwad,2010,kharif,Rice,27881,33658,1,30669.81,27647,879.3,890.7
2004,KARNATAKA,gadag,2000,kharif,Rice,888,2118,1,1882,1884,1243.124,1111.59
2005,KARNATAKA,gadag,2001,kharif,Rice,705,1411,1,2118,1882,836.128,1243.124
2006,KARNATAKA,gadag,2002,kharif,Rice,1233,2732,1,1411,2118,925.145,836.128
2009,KARNATAKA,gadag,2005,kharif,Rice,1847,8212,1,1399.76,2867,633.2,626.1
2010,KARNATAKA,gadag,2006,kharif,Rice,1495,4122,1,8212,1399.76,493.3,633.2
2011,KARNATAKA,gadag,2007,kharif,Rice,1473,3705,1,4122,8212,790,493.3
2012,KARNATAKA,gadag,2008,kharif,Rice,1100,1755.6,1,3705,4122,733.8,790
2013,KARNATAKA,gadag,2009,kharif,Rice,928,819.89,1,1755.6,3705,961.1,733.8
2014,KARNATAKA,gadag,2010,kharif,Rice,865,1914,1,819.89,1755.6,720,961.1
2021,KARNATAKA,gulbarga,1999,kharif,Rice,10705,16115,1,17439,12179,568.029,757.61
2022,KARNATAKA,gulbarga,2000,kharif,Rice,16485,25012,1,16115,17439,733.168,568.029
2023,KARNATAKA,gulbarga,2001,kharif,Rice,18722,32644,1,25012,16115,601.898,733.168
2024,KARNATAKA,gulbarga,2002,kharif,Rice,25098,48090,1,32644,25012,525.402,601.898
2027,KARNATAKA,gulbarga,2005,kharif,Rice,49114,129091,1,92317.96,75482,911.3,652.1
2028,KARNATAKA,gulbarga,2006,kharif,Rice,47975,107324,1,129091,92317.96,527.9,911.3
2029,KARNATAKA,gulbarga,2007,kharif,Rice,52131,141389,1,107324,129091,764.2,527.9
2030,KARNATAKA,gulbarga,2008,kharif,Rice,47292,122202.53,1,141389,107324,744,764.2
2031,KARNATAKA,gulbarga,2009,kharif,Rice,39593,91024.31,1,122202.53,141389,906.6,744
2032,KARNATAKA,gulbarga,2010,kharif,Rice,3033,4822,1,91024.31,122202.53,938.9,906.6
2057,KARNATAKA,haveri,2000,kharif,Rice,54985,112869,1,89761,78129,1873.395,1761.816
2058,KARNATAKA,haveri,2001,kharif,Rice,56369,27476,1,112869,89761,1244.919,1873.395
2059,KARNATAKA,haveri,2002,kharif,Rice,55222,23928,1,27476,112869,1473.343,1244.919
2062,KARNATAKA,haveri,2005,kharif,Rice,26796,55400,1,43973.22,24198,935,707.4
2063,KARNATAKA,haveri,2006,kharif,Rice,36385,68978,1,55400,43973.22,707.3,935
2064,KARNATAKA,haveri,2007,kharif,Rice,37740,92017,1,68978,55400,919.9,707.3
2065,KARNATAKA,haveri,2008,kharif,Rice,46954,56650,1,92017,68978,732.4,919.9
2066,KARNATAKA,haveri,2009,kharif,Rice,43936,47582.69,1,56650,92017,924.3,732.4
2067,KARNATAKA,haveri,2010,kharif,Rice,44996,89319,1,47582.69,56650,977.9,924.3
2163,KARNATAKA,raichur,1999,kharif,Rice,90604,278618,1,225260,287526,509.043,638.478
2164,KARNATAKA,raichur,2000,kharif,Rice,90009,294349,1,278618,225260,625.811,509.043
2165,KARNATAKA,raichur,2001,kharif,Rice,77825,245184,1,294349,278618,482.044,625.811
2166,KARNATAKA,raichur,2002,kharif,Rice,81970,271989,1,245184,294349,450.113,482.044
2169,KARNATAKA,raichur,2005,kharif,Rice,100632,273862,1,240662.61,172865,717.2,532.1
2170,KARNATAKA,raichur,2006,kharif,Rice,81530,285068,1,273862,240662.61,457.1,717.2
2171,KARNATAKA,raichur,2007,kharif,Rice,96323,286365,1,285068,273862,707.8,457.1
2172,KARNATAKA,raichur,2008,kharif,Rice,94423,334587.9,1,286365,285068,583.5,707.8
2173,KARNATAKA,raichur,2009,kharif,Rice,96230,252315.06,1,334587.9,286365,1245.9,583.5
2174,KARNATAKA,raichur,2010,kharif,Rice,100297,309529,1,252315.06,334587.9,717.8,1245.9
2291,MADHYA PRADESH,balaghat,2000,kharif,Rice,246559,209385,1,333339,230000,1029.567,1320.139
2292,MADHYA PRADESH,balaghat,2001,kharif,Rice,249479,358158,1,209385,333339,1293.238,1029.567
2293,MADHYA PRADESH,balaghat,2002,kharif,Rice,247502,207801,1,358158,209385,1161.31,1293.238
2296,MADHYA PRADESH,balaghat,2005,kharif,Rice,248696,365281,1,246491,370435,1937.9,991.3
2297,MADHYA PRADESH,balaghat,2006,kharif,Rice,248652,299342,1,365281,246491,1549.1,1937.9
2298,MADHYA PRADESH,balaghat,2007,kharif,Rice,249811,354236,1,299342,365281,1257.1,1549.1
2299,MADHYA PRADESH,balaghat,2008,kharif,Rice,249835,275043,1,354236,299342,1325.4,1257.1
2300,MADHYA PRADESH,balaghat,2010,kharif,Rice,247865,353009,1,275043,354236,1343.9,1097.2
