,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,phosphorus,X1,X2,X3,X4
2953,MADHYA PRADESH,vidisha,2000,kharif,Rice,698,395,1,495,300,917.396,1153.784
2954,MADHYA PRADESH,vidisha,2001,kharif,Rice,740,443,1,395,495,868.284,917.396
2955,MADHYA PRADESH,vidisha,2002,kharif,Rice,686,209,1,443,395,676.869,868.284
2958,MADHYA PRADESH,vidisha,2005,kharif,Rice,619,479,1,397,449,1059.3,935.6
2959,MADHYA PRADESH,vidisha,2006,kharif,Rice,571,446,1,479,397,1296.3,1059.3
2960,MADHYA PRADESH,vidisha,2007,kharif,Rice,502,404,1,446,479,782.1,1296.3
2961,MADHYA PRADESH,vidisha,2008,kharif,Rice,522,427,1,404,446,1169.1,782.1
2962,MADHYA PRADESH,vidisha,2010,kharif,Rice,374,378,1,427,404,823.6,908.3
2974,MAHARASHTRA,ahmednagar,2005,kharif,Rice,800,400,0,5800,5900,641.5,678.3
2975,MAHARASHTRA,ahmednagar,2006,kharif,Rice,8400,6600,0,400,5800,771.8,641.5
2976,MAHARASHTRA,ahmednagar,2007,kharif,Rice,86,102,0,6600,400,591.2,771.8
2977,MAHARASHTRA,ahmednagar,2008,kharif,Rice,9300,9100,0,102,6600,648.9,591.2
2978,MAHARASHTRA,ahmednagar,2009,kharif,Rice,7400,2800,0,9100,102,651.8,648.9
2979,MAHARASHTRA,ahmednagar,2010,kharif,Rice,7500,7000,0,2800,9100,844.1,651.8
2988,MAHARASHTRA,amravati,1999,kharif,Rice,8800,5600,0,6100,5800,1020.788,885.212
2989,MAHARASHTRA,amravati,2000,kharif,Rice,8900,4400,0,5600,6100,604.312,1020.788
2990,MAHARASHTRA,amravati,2001,kharif,Rice,10300,9700,0,4400,5600,547.136,604.312
2991,MAHARASHTRA,amravati,2002,kharif,Rice,11000,7200,0,9700,4400,748.127,547.136
3012,MAHARASHTRA,aurangabad,2005,kharif,Rice,100,100,0,200,200,699.5,715
3013,MAHARASHTRA,aurangabad,2006,kharif,Rice,100,100,0,100,200,1013.9,699.5
3022,MAHARASHTRA,beed,2005,kharif,Rice,200,900,1,600,1000,675.1,662.2
3023,MAHARASHTRA,beed,2006,kharif,Rice,2000,1500,1,900,600,696.6,675.1
3024,MAHARASHTRA,beed,2007,kharif,Rice,15,7,1,1500,900,569.7,696.6
3025,MAHARASHTRA,beed,2008,kharif,Rice,1000,400,1,7,1500,607.1,569.7
3026,MAHARASHTRA,beed,2009,kharif,Rice,600,200,1,400,7,826,607.1
3027,MAHARASHTRA,beed,2010,kharif,Rice,800,300,1,200,400,941.4,826
3034,MAHARASHTRA,bhandara,1999,kharif,Rice,141000,218200,0,365800,381500,1203.006,1123.532
3035,MAHARASHTRA,bhandara,2000,kharif,Rice,138800,139700,0,218200,365800,992.379,1203.006
3036,MAHARASHTRA,bhandara,2001,kharif,Rice,142400,195500,0,139700,218200,1249.258,992.379
3037,MAHARASHTRA,bhandara,2002,kharif,Rice,168600,190500,0,195500,139700,1061.222,1249.258
3040,MAHARASHTRA,bhandara,2005,kharif,Rice,168400,283700,0,119700,264200,1797.5,781.7
3041,MAHARASHTRA,bhandara,2006,kharif,Rice,175800,255000,0,283700,119700,1347.3,1797.5
3058,MAHARASHTRA,chandrapur,1999,kharif,Rice,140600,211500,0,159700,190100,1036.87,1115.834
3059,MAHARASHTRA,chandrapur,2000,kharif,Rice,144800,119200,0,211500,159700,1079.038,1036.87
3060,MAHARASHTRA,chandrapur,2001,kharif,Rice,152700,220500,0,119200,211500,1155.971,1079.038
3061,MAHARASHTRA,chandrapur,2002,kharif,Rice,142100,108300,0,220500,119200,947.19,1155.971
3064,MAHARASHTRA,chandrapur,2005,kharif,Rice,130500,206400,0,107200,206900,1602.8,836
3065,MAHARASHTRA,chandrapur,2006,kharif,Rice,136300,188700,0,206400,107200,1270.3,1602.8
3066,MAHARASHTRA,chandrapur,2007,kharif,Rice,1613,2517,0,188700,206400,1455.2,1270.3
3067,MAHARASHTRA,chandrapur,2008,kharif,Rice,157700,133700,0,2517,188700,1074.4,1455.2
3068,MAHARASHTRA,chandrapur,2009,kharif,Rice,112600,69700,0,133700,2517,761.1,1074.4
3069,MAHARASHTRA,chandrapur,2010,kharif,Rice,114300,160100,0,69700,133700,1656.1,761.1
3076,MAHARASHTRA,dhule,1999,kharif,Rice,4900,4700,0,15900,21200,1033.56,1190.372
3077,MAHARASHTRA,dhule,2000,kharif,Rice,4900,1800,0,4700,15900,814.783,1033.56
3078,MAHARASHTRA,dhule,2001,kharif,Rice,4900,5600,0,1800,4700,823.467,814.783
3079,MAHARASHTRA,dhule,2002,kharif,Rice,5200,4200,0,5600,1800,787.505,823.467
3094,MAHARASHTRA,gadchiroli,1999,kharif,Rice,139400,190100,0,154100,148300,1032,1051.844
3095,MAHARASHTRA,gadchiroli,2000,kharif,Rice,138400,107300,0,190100,154100,1061.965,1032
3096,MAHARASHTRA,gadchiroli,2001,kharif,Rice,142100,163800,0,107300,190100,1144.01,1061.965
3097,MAHARASHTRA,gadchiroli,2002,kharif,Rice,142600,74900,0,163800,107300,911.446,1144.01
3100,MAHARASHTRA,gadchiroli,2005,kharif,Rice,147200,222100,0,125200,175700,1607.4,1105.7
3101,MAHARASHTRA,gadchiroli,2006,kharif,Rice,140000,206100,0,222100,125200,1790.3,1607.4
3102,MAHARASHTRA,gadchiroli,2007,kharif,Rice,1491,2231,0,206100,222100,1591.7,1790.3
3116,MAHARASHTRA,gondia,2005,kharif,Rice,177800,271200,0,97600,255000,1709.9,917
3117,MAHARASHTRA,gondia,2006,kharif,Rice,187000,209200,0,271200,97600,1520.6,1709.9
3118,MAHARASHTRA,gondia,2007,kharif,Rice,1925,3190,0,209200,271200,1224.7,1520.6
3119,MAHARASHTRA,gondia,2008,kharif,Rice,185100,130900,0,3190,209200,1115.9,1224.7
3120,MAHARASHTRA,gondia,2009,kharif,Rice,181900,197500,0,130900,3190,1049,1115.9
3121,MAHARASHTRA,gondia,2010,kharif,Rice,178200,306000,0,197500,130900,1508.7,1049
3128,MAHARASHTRA,hingoli,2002,kharif,Rice,15900,9300,0,9700,8900,769.062,555.357
3141,MAHARASHTRA,jalgaon,1999,kharif,Rice,1800,1700,0,1900,1600,766.878,729.83
3142,MAHARASHTRA,jalgaon,2000,kharif,Rice,1700,2100,0,1700,1900,486.503,766.878
3143,MAHARASHTRA,jalgaon,2001,kharif,Rice,1200,700,0,2100,1700,489.995,486.503
3144,MAHARASHTRA,jalgaon,2002,kharif,Rice,900,800,0,700,2100,564.437,489.995
3147,MAHARASHTRA,jalgaon,2005,kharif,Rice,200,300,0,400,1100,541,647.5
3148,MAHARASHTRA,jalgaon,2006,kharif,Rice,100,100,0,300,400,1239.3,541
3149,MAHARASHTRA,jalgaon,2007,kharif,Rice,1,1,0,100,300,595.4,1239.3
3150,MAHARASHTRA,jalgaon,2009,kharif,Rice,200,100,0,1,100,717.3,547.3
3154,MAHARASHTRA,jalna,1999,kharif,Rice,1300,700,0,400,800,844.066,871.84
3155,MAHARASHTRA,jalna,2000,kharif,Rice,1200,700,0,700,400,474.395,844.066
3156,MAHARASHTRA,jalna,2001,kharif,Rice,600,400,0,700,700,433.153,474.395
3157,MAHARASHTRA,jalna,2002,kharif,Rice,600,100,0,400,700,583.923,433.153
3162,MAHARASHTRA,kolhapur,1999,kharif,Rice,103200,261900,0,289100,246100,2010.763,2213.201
3163,MAHARASHTRA,kolhapur,2000,kharif,Rice,106300,232800,0,261900,289100,1871.817,2010.763
3164,MAHARASHTRA,kolhapur,2001,kharif,Rice,105900,289400,0,232800,261900,1375.969,1871.817
3165,MAHARASHTRA,kolhapur,2002,kharif,Rice,105600,233200,0,289400,232800,1636.174,1375.969
3168,MAHARASHTRA,kolhapur,2005,kharif,Rice,108300,246100,0,279100,246100,2809.8,1816.6
3169,MAHARASHTRA,kolhapur,2006,kharif,Rice,109800,284800,0,246100,279100,2611.4,2809.8
3170,MAHARASHTRA,kolhapur,2007,kharif,Rice,1119,3362,0,284800,246100,2260.6,2611.4
3171,MAHARASHTRA,kolhapur,2008,kharif,Rice,113800,285200,0,3362,284800,2082,2260.6
3172,MAHARASHTRA,kolhapur,2009,kharif,Rice,112700,291800,0,285200,3362,1989.6,2082
3173,MAHARASHTRA,kolhapur,2010,kharif,Rice,111500,321600,0,291800,285200,1988.5,1989.6
3180,MAHARASHTRA,latur,1999,kharif,Rice,19700,11700,0,9800,5500,750.051,957.502
3181,MAHARASHTRA,latur,2000,kharif,Rice,20800,13000,0,11700,9800,759.397,750.051
3182,MAHARASHTRA,latur,2001,kharif,Rice,20700,13400,0,13000,11700,678.564,759.397
3183,MAHARASHTRA,latur,2002,kharif,Rice,20700,9200,0,13400,13000,621.218,678.564
3186,MAHARASHTRA,latur,2005,kharif,Rice,18200,8300,0,6200,6700,1091.3,786.2
3187,MAHARASHTRA,latur,2006,kharif,Rice,15900,8600,0,8300,6200,893,1091.3
3188,MAHARASHTRA,latur,2007,kharif,Rice,126,59,0,8600,8300,802.4,893
3189,MAHARASHTRA,latur,2008,kharif,Rice,3900,1400,0,59,8600,710.3,802.4
3190,MAHARASHTRA,latur,2009,kharif,Rice,3200,1300,0,1400,59,549.4,710.3
3191,MAHARASHTRA,latur,2010,kharif,Rice,6300,2800,0,1300,1400,1148.8,549.4
3198,MAHARASHTRA,nagpur,1999,kharif,Rice,37300,41500,0,40000,23700,1124.658,1070.895
3199,MAHARASHTRA,nagpur,2000,kharif,Rice,37500,37100,0,41500,40000,870.965,1124.658
3200,MAHARASHTRA,nagpur,2001,kharif,Rice,42500,54700,0,37100,41500,1039.598,870.965
3201,MAHARASHTRA,nagpur,2002,kharif,Rice,42600,40200,0,54700,37100,967.357,1039.598
3204,MAHARASHTRA,nagpur,2005,kharif,Rice,45000,61700,0,41200,63400,1329.3,791.5
3205,MAHARASHTRA,nagpur,2006,kharif,Rice,46000,69100,0,61700,41200,1076.4,1329.3
3206,MAHARASHTRA,nagpur,2007,kharif,Rice,496,754,0,69100,61700,1250.7,1076.4
3207,MAHARASHTRA,nagpur,2008,kharif,Rice,57500,54600,0,754,69100,840.8,1250.7
3208,MAHARASHTRA,nagpur,2009,kharif,Rice,70900,80300,0,54600,754,986.7,840.8
3209,MAHARASHTRA,nagpur,2010,kharif,Rice,71400,70100,0,80300,54600,1289.4,986.7
3216,MAHARASHTRA,nanded,1999,kharif,Rice,26100,15600,0,15800,15100,957.789,1116.204
3217,MAHARASHTRA,nanded,2000,kharif,Rice,26700,20100,0,15600,15800,861.335,957.789
3218,MAHARASHTRA,nanded,2001,kharif,Rice,23900,24400,0,20100,15600,688.676,861.335
3219,MAHARASHTRA,nanded,2002,kharif,Rice,24100,15300,0,24400,20100,786.509,688.676
3222,MAHARASHTRA,nanded,2005,kharif,Rice,15600,6700,0,8200,13400,883,671.5
3223,MAHARASHTRA,nanded,2006,kharif,Rice,15600,9400,0,6700,8200,745.3,883
3224,MAHARASHTRA,nanded,2007,kharif,Rice,14500,105,0,9400,6700,586.9,745.3
3227,MAHARASHTRA,nanded,2010,kharif,Rice,5200,2700,0,1500,4200,1002,528.7
3234,MAHARASHTRA,nandurbar,2001,kharif,Rice,20000,12300,0,4900,229400,1171.421,1157.21
3235,MAHARASHTRA,nandurbar,2002,kharif,Rice,19800,14500,0,12300,4900,1014.036,1171.421
3238,MAHARASHTRA,nandurbar,2005,kharif,Rice,19700,30900,0,9700,17700,1206.5,1093.6
3239,MAHARASHTRA,nandurbar,2006,kharif,Rice,20000,16900,0,30900,9700,1590.8,1206.5
3240,MAHARASHTRA,nandurbar,2007,kharif,Rice,210,312,0,16900,30900,1122,1590.8
3241,MAHARASHTRA,nandurbar,2008,kharif,Rice,20400,21900,0,312,16900,1038.5,1122
3242,MAHARASHTRA,nandurbar,2009,kharif,Rice,18700,12900,0,21900,312,719.6,1038.5
3243,MAHARASHTRA,nandurbar,2010,kharif,Rice,23400,24700,0,12900,21900,821.4,719.6
3250,MAHARASHTRA,nashik,1999,kharif,Rice,47800,57200,0,57200,59600,1130.977,1445.435
3251,MAHARASHTRA,nashik,2000,kharif,Rice,45600,39800,0,57200,57200,957.618,1130.977
3252,MAHARASHTRA,nashik,2001,kharif,Rice,46600,56300,0,39800,57200,981.116,957.618
3253,MAHARASHTRA,nashik,2002,kharif,Rice,49100,43900,0,56300,39800,863.165,981.116
3268,MAHARASHTRA,osmanabad,1999,kharif,Rice,15200,8500,0,3600,3900,655.838,829.503
3269,MAHARASHTRA,osmanabad,2000,kharif,Rice,17200,8400,0,8500,3600,642.003,655.838
3270,MAHARASHTRA,osmanabad,2001,kharif,Rice,15800,2400,0,8400,8500,613.382,642.003
3271,MAHARASHTRA,osmanabad,2002,kharif,Rice,16700,5200,0,2400,8400,521.912,613.382
3274,MAHARASHTRA,osmanabad,2005,kharif,Rice,17000,6400,0,6700,2600,860.8,676.2
3275,MAHARASHTRA,osmanabad,2006,kharif,Rice,17500,6700,0,6400,6700,636.9,860.8
3276,MAHARASHTRA,osmanabad,2007,kharif,Rice,166,69,0,6700,6400,621,636.9
3277,MAHARASHTRA,osmanabad,2008,kharif,Rice,5000,1800,0,69,6700,771.2,621
3278,MAHARASHTRA,osmanabad,2009,kharif,Rice,6100,3700,0,1800,69,764.3,771.2
3279,MAHARASHTRA,osmanabad,2010,kharif,Rice,11200,3400,0,3700,1800,1070.1,764.3
3287,MAHARASHTRA,parbhani,1999,kharif,Rice,9100,4200,0,10300,10300,893.944,991.133
3288,MAHARASHTRA,parbhani,2000,kharif,Rice,9600,3300,0,4200,10300,637.517,893.944
3289,MAHARASHTRA,parbhani,2001,kharif,Rice,9600,5300,0,3300,4200,548.82,637.517
3290,MAHARASHTRA,parbhani,2002,kharif,Rice,9400,4700,0,5300,3300,675.948,548.82
3293,MAHARASHTRA,parbhani,2005,kharif,Rice,7000,2700,0,3100,3600,1258.9,590.7
3294,MAHARASHTRA,parbhani,2006,kharif,Rice,7800,3200,0,2700,3100,938.7,1258.9
3295,MAHARASHTRA,parbhani,2007,kharif,Rice,7200,28,0,3200,2700,817.8,938.7
3296,MAHARASHTRA,parbhani,2008,kharif,Rice,5800,1900,0,28,3200,709.1,817.8
3297,MAHARASHTRA,parbhani,2009,kharif,Rice,3100,1100,0,1900,28,724.3,709.1
3298,MAHARASHTRA,parbhani,2010,kharif,Rice,4000,1800,0,1100,1900,1171.9,724.3
3305,MAHARASHTRA,pune,1999,kharif,Rice,61700,89200,0,73700,66000,1235.683,1603.243
3306,MAHARASHTRA,pune,2000,kharif,Rice,64000,75200,0,89200,73700,1094.062,1235.683
3307,MAHARASHTRA,pune,2001,kharif,Rice,59100,86400,0,75200,89200,1045.825,1094.062
3308,MAHARASHTRA,pune,2002,kharif,Rice,57700,40000,0,86400,75200,1024.881,1045.825
3311,MAHARASHTRA,pune,2005,kharif,Rice,64500,73800,0,85100,84700,1233.7,801.1
3312,MAHARASHTRA,pune,2006,kharif,Rice,63900,68900,0,73800,85100,1183.1,1233.7
3313,MAHARASHTRA,pune,2007,kharif,Rice,628,782,0,68900,73800,910.5,1183.1
3314,MAHARASHTRA,pune,2008,kharif,Rice,61200,75500,0,782,68900,810,910.5
3315,MAHARASHTRA,pune,2009,kharif,Rice,62600,51200,0,75500,782,946.5,810
3316,MAHARASHTRA,pune,2010,kharif,Rice,60900,71900,0,51200,75500,961.3,946.5
3329,MAHARASHTRA,raigad,2005,kharif,Rice,121000,272900,0,275900,353600,3975.7,3228.4
3330,MAHARASHTRA,raigad,2006,kharif,Rice,123600,291100,0,272900,275900,3831.9,3975.7
3331,MAHARASHTRA,raigad,2007,kharif,Rice,1246,3127,0,291100,272900,3757.1,3831.9
3332,MAHARASHTRA,raigad,2008,kharif,Rice,123800,335900,0,3127,291100,3323.2,3757.1
3333,MAHARASHTRA,raigad,2009,kharif,Rice,124000,311500,0,335900,3127,2459.8,3323.2
3334,MAHARASHTRA,raigad,2010,kharif,Rice,124600,294600,0,311500,335900,3574.5,2459.8
3347,MAHARASHTRA,ratnagiri,2005,kharif,Rice,77000,194600,0,186500,238500,3634.6,3103.1
3348,MAHARASHTRA,ratnagiri,2006,kharif,Rice,77900,210900,0,194600,186500,3698.7,3634.6
3349,MAHARASHTRA,ratnagiri,2007,kharif,Rice,767,1965,0,210900,194600,4076.2,3698.7
3350,MAHARASHTRA,ratnagiri,2008,kharif,Rice,77400,201000,0,1965,210900,2991.2,4076.2
3351,MAHARASHTRA,ratnagiri,2009,kharif,Rice,77300,202700,0,201000,1965,2975.8,2991.2
3352,MAHARASHTRA,ratnagiri,2010,kharif,Rice,78000,223100,0,202700,201000,4201.7,2975.8
3359,MAHARASHTRA,sangli,1999,kharif,Rice,17900,47200,0,51500,32400,1189.682,1410.625
3360,MAHARASHTRA,sangli,2000,kharif,Rice,18600,40400,0,47200,51500,1189.479,1189.682
3361,MAHARASHTRA,sangli,2001,kharif,Rice,17700,47200,0,40400,47200,956.722,1189.479
3362,MAHARASHTRA,sangli,2002,kharif,Rice,18500,28400,0,47200,40400,978.843,956.722
3365,MAHARASHTRA,sangli,2005,kharif,Rice,18100,39500,0,44200,39500,1065.6,620.9
3366,MAHARASHTRA,sangli,2006,kharif,Rice,18100,28900,0,39500,44200,875.2,1065.6
3367,MAHARASHTRA,sangli,2007,kharif,Rice,187,436,0,28900,39500,775.2,875.2
3368,MAHARASHTRA,sangli,2008,kharif,Rice,18700,38700,0,436,28900,726,775.2
3369,MAHARASHTRA,sangli,2009,kharif,Rice,18700,35100,0,38700,436,796.9,726
3370,MAHARASHTRA,sangli,2010,kharif,Rice,20200,53900,0,35100,38700,821,796.9
3377,MAHARASHTRA,satara,1999,kharif,Rice,44000,71100,0,100200,64300,1566.989,1975.599
3378,MAHARASHTRA,satara,2000,kharif,Rice,43900,51300,0,71100,100200,1502.003,1566.989
3379,MAHARASHTRA,satara,2001,kharif,Rice,44600,77200,0,51300,71100,1281.431,1502.003
3380,MAHARASHTRA,satara,2002,kharif,Rice,45400,71200,0,77200,51300,1316.893,1281.431
3383,MAHARASHTRA,satara,2005,kharif,Rice,43600,73400,0,72900,73400,1530.3,953.1
3384,MAHARASHTRA,satara,2006,kharif,Rice,45000,93300,0,73400,72900,1362.1,1530.3
3385,MAHARASHTRA,satara,2007,kharif,Rice,496,1024,0,93300,73400,1142.5,1362.1
3386,MAHARASHTRA,satara,2008,kharif,Rice,49700,109300,0,1024,93300,862.1,1142.5
3387,MAHARASHTRA,satara,2009,kharif,Rice,50600,76900,0,109300,1024,1358.6,862.1
3388,MAHARASHTRA,satara,2010,kharif,Rice,50800,82200,0,76900,109300,1375.1,1358.6
3401,MAHARASHTRA,sindhudurg,2005,kharif,Rice,74500,215400,0,210800,236900,2976.8,2609.6
3402,MAHARASHTRA,sindhudurg,2006,kharif,Rice,74700,220400,0,215400,210800,2825.1,2976.8
3403,MAHARASHTRA,sindhudurg,2007,kharif,Rice,749,2051,0,220400,215400,3102.2,2825.1
3404,MAHARASHTRA,sindhudurg,2008,kharif,Rice,74400,208000,0,2051,220400,3058.9,3102.2
3405,MAHARASHTRA,sindhudurg,2009,kharif,Rice,74600,196200,0,208000,2051,3649.3,3058.9
3406,MAHARASHTRA,sindhudurg,2010,kharif,Rice,73900,197000,0,196200,208000,4755.7,3649.3
3413,MAHARASHTRA,solapur,1999,kharif,Rice,3200,4200,0,3300,2300,660.867,829.187
3414,MAHARASHTRA,solapur,2000,kharif,Rice,3000,3400,0,4200,3300,658.429,660.867
3415,MAHARASHTRA,solapur,2001,kharif,Rice,600,800,0,3400,4200,612.854,658.429
3416,MAHARASHTRA,solapur,2002,kharif,Rice,500,300,0,800,3400,525.115,612.854
3437,MAHARASHTRA,thane,2005,kharif,Rice,137000,304700,1,328800,391600,3563.1,2929.8
3438,MAHARASHTRA,thane,2006,kharif,Rice,137600,252200,1,304700,328800,3139.3,3563.1
3439,MAHARASHTRA,thane,2007,kharif,Rice,1381,3033,1,252200,304700,2594.7,3139.3
3440,MAHARASHTRA,thane,2008,kharif,Rice,138000,297300,1,3033,252200,2781.4,2594.7
3441,MAHARASHTRA,thane,2009,kharif,Rice,136000,285000,1,297300,3033,2053.1,2781.4
3442,MAHARASHTRA,thane,2010,kharif,Rice,136000,275300,1,285000,297300,2840.7,2053.1
3449,MAHARASHTRA,wardha,1999,kharif,Rice,500,300,0,500,400,1113.896,1059.612
3450,MAHARASHTRA,wardha,2000,kharif,Rice,600,300,0,300,500,822.932,1113.896
3451,MAHARASHTRA,wardha,2001,kharif,Rice,500,300,0,300,300,864.543,822.932
3452,MAHARASHTRA,wardha,2002,kharif,Rice,500,300,0,300,300,906.912,864.543
3455,MAHARASHTRA,wardha,2005,kharif,Rice,200,200,0,200,200,1174.3,858.7
3456,MAHARASHTRA,wardha,2006,kharif,Rice,100,100,0,200,200,1097,1174.3
3457,MAHARASHTRA,wardha,2007,kharif,Rice,1,1,0,100,200,1314.7,1097
3460,MAHARASHTRA,washim,2001,kharif,Rice,1300,1300,0,800,1200,453.136,567.945
3461,MAHARASHTRA,washim,2002,kharif,Rice,1100,700,0,1300,800,758.125,453.136
3464,MAHARASHTRA,washim,2005,kharif,Rice,300,100,0,200,300,1052.8,623.8
3465,MAHARASHTRA,washim,2006,kharif,Rice,200,100,0,100,200,1199.6,1052.8
3468,MAHARASHTRA,washim,2009,kharif,Rice,100,200,0,100,1,614.1,670.2
3472,MAHARASHTRA,yavatmal,1999,kharif,Rice,5300,4600,0,4000,3800,1073.634,1086.2
3473,MAHARASHTRA,yavatmal,2000,kharif,Rice,5200,4300,0,4600,4000,821.438,1073.634
3474,MAHARASHTRA,yavatmal,2001,kharif,Rice,4800,4800,0,4300,4600,722.275,821.438
3475,MAHARASHTRA,yavatmal,2002,kharif,Rice,3700,2400,0,4800,4300,854.621,722.275
3993,PUNJAB,amritsar,1999,kharif,Rice,319000,991000,2,878000,879000,332.065,419.293
3994,PUNJAB,amritsar,2000,kharif,Rice,319000,972000,2,991000,878000,425.052,332.065
3995,PUNJAB,amritsar,2001,kharif,Rice,319000,958000,2,972000,991000,446.175,425.052
3996,PUNJAB,amritsar,2002,kharif,Rice,311000,879000,2,958000,972000,355.366,446.175
3999,PUNJAB,amritsar,2005,kharif,Rice,345000,1003000,2,1034000,872000,693.4,381.6
4000,PUNJAB,amritsar,2006,kharif,Rice,178000,538000,2,1003000,1034000,957.5,693.4
4001,PUNJAB,amritsar,2007,kharif,Rice,178000,546000,2,538000,1003000,575,957.5
4002,PUNJAB,amritsar,2008,kharif,Rice,183000,532000,2,546000,538000,869.3,575
4003,PUNJAB,amritsar,2009,kharif,Rice,185000,501000,2,532000,546000,276.4,869.3
4004,PUNJAB,amritsar,2010,kharif,Rice,186000,503000,2,501000,532000,478.8,276.4
4019,PUNJAB,bathinda,1999,kharif,Rice,99000,392000,2,287000,212000,222.046,340.346
4020,PUNJAB,bathinda,2000,kharif,Rice,99000,350000,2,392000,287000,323.646,222.046
4021,PUNJAB,bathinda,2001,kharif,Rice,82000,307000,2,350000,392000,318.028,323.646
4022,PUNJAB,bathinda,2002,kharif,Rice,107000,367000,2,307000,350000,209.149,318.028
4037,PUNJAB,faridkot,1999,kharif,Rice,90000,305000,1,246000,214000,225.97,327.465
4038,PUNJAB,faridkot,2000,kharif,Rice,90000,310000,1,305000,246000,320.337,225.97
4039,PUNJAB,faridkot,2001,kharif,Rice,70000,267000,1,310000,305000,321.469,320.337
4040,PUNJAB,faridkot,2002,kharif,Rice,86000,280000,1,267000,310000,220.288,321.469
4046,PUNJAB,faridkot,2008,kharif,Rice,95000,414000,1,351000,338000,359.4,366.8
4047,PUNJAB,faridkot,2009,kharif,Rice,98000,414000,1,414000,351000,323,359.4
4048,PUNJAB,faridkot,2010,kharif,Rice,101000,409000,1,414000,414000,252.2,323
4055,PUNJAB,fatehgarh sahib,1999,kharif,Rice,82000,302000,2,271000,302000,333.894,511.049
4056,PUNJAB,fatehgarh sahib,2000,kharif,Rice,84000,350000,2,302000,271000,489.067,333.894
4057,PUNJAB,fatehgarh sahib,2001,kharif,Rice,81000,324000,2,350000,302000,419.451,489.067
4058,PUNJAB,fatehgarh sahib,2002,kharif,Rice,80000,312000,2,324000,350000,391.14,419.451
4064,PUNJAB,fatehgarh sahib,2008,kharif,Rice,85000,363000,2,383000,340000,206.1,156
4065,PUNJAB,fatehgarh sahib,2009,kharif,Rice,86000,391000,2,363000,383000,161.7,206.1
4066,PUNJAB,fatehgarh sahib,2010,kharif,Rice,87000,366000,2,391000,363000,304.9,161.7
4094,PUNJAB,gurdaspur,1999,kharif,Rice,198000,561000,2,465000,509000,499.554,577.419
4095,PUNJAB,gurdaspur,2000,kharif,Rice,191000,569000,2,561000,465000,518.085,499.554
4096,PUNJAB,gurdaspur,2001,kharif,Rice,194000,571000,2,569000,561000,577.689,518.085
4097,PUNJAB,gurdaspur,2002,kharif,Rice,189000,547000,2,571000,569000,531.441,577.689
4100,PUNJAB,gurdaspur,2005,kharif,Rice,190000,590000,2,641000,587000,1116,700.9
4101,PUNJAB,gurdaspur,2006,kharif,Rice,201000,636000,2,590000,641000,1032.4,1116
4102,PUNJAB,gurdaspur,2007,kharif,Rice,191000,617000,2,636000,590000,1198.9,1032.4
4103,PUNJAB,gurdaspur,2008,kharif,Rice,201000,663000,2,617000,636000,1220.4,1198.9
4104,PUNJAB,gurdaspur,2009,kharif,Rice,204000,640000,2,663000,617000,599.2,1220.4
4105,PUNJAB,gurdaspur,2010,kharif,Rice,204000,705000,2,640000,663000,918.1,599.2
4112,PUNJAB,hoshiarpur,1999,kharif,Rice,61000,178000,2,171000,169000,470.673,588.033
4113,PUNJAB,hoshiarpur,2000,kharif,Rice,63000,192000,2,178000,171000,525.373,470.673
4114,PUNJAB,hoshiarpur,2001,kharif,Rice,60000,171000,2,192000,178000,533.995,525.373
4115,PUNJAB,hoshiarpur,2002,kharif,Rice,56000,159000,2,171000,192000,529.757,533.995
4118,PUNJAB,hoshiarpur,2005,kharif,Rice,61000,182000,2,171000,179000,480.2,628.9
4119,PUNJAB,hoshiarpur,2006,kharif,Rice,56000,157000,2,182000,171000,489.6,480.2
4120,PUNJAB,hoshiarpur,2007,kharif,Rice,56000,185000,2,157000,182000,621,489.6
4121,PUNJAB,hoshiarpur,2008,kharif,Rice,60000,209000,2,185000,157000,993.1,621
4122,PUNJAB,hoshiarpur,2009,kharif,Rice,70000,248000,2,209000,185000,602.1,993.1
4123,PUNJAB,hoshiarpur,2010,kharif,Rice,73000,261000,2,248000,209000,693.3,602.1
4130,PUNJAB,jalandhar,1999,kharif,Rice,133000,464000,2,436000,422000,355.54,470.867
4131,PUNJAB,jalandhar,2000,kharif,Rice,136000,488000,2,464000,436000,454.784,355.54
4132,PUNJAB,jalandhar,2001,kharif,Rice,132000,445000,2,488000,464000,436.467,454.784
4133,PUNJAB,jalandhar,2002,kharif,Rice,133000,495000,2,445000,488000,407.946,436.467
4136,PUNJAB,jalandhar,2005,kharif,Rice,151000,526000,2,538000,465000,833.9,496.3
4137,PUNJAB,jalandhar,2006,kharif,Rice,147000,514000,2,526000,538000,576.9,833.9
4138,PUNJAB,jalandhar,2007,kharif,Rice,149000,554000,2,514000,526000,622.8,576.9
4139,PUNJAB,jalandhar,2008,kharif,Rice,155000,588000,2,554000,514000,724.7,622.8
4140,PUNJAB,jalandhar,2009,kharif,Rice,161000,636000,2,588000,554000,615.4,724.7
4141,PUNJAB,jalandhar,2010,kharif,Rice,163000,588000,2,636000,588000,513.2,615.4
4148,PUNJAB,kapurthala,1999,kharif,Rice,100000,319000,2,314000,290000,343.463,447.869
4149,PUNJAB,kapurthala,2000,kharif,Rice,103000,358000,2,319000,314000,441.611,343.463
